Stim,Key,Ctx_Color,KeyNum,imStim,X_Pos,Y_Pos,Hand,Check,Cross,Import_File.thisRepN,Import_File.thisTrialN,Import_File.thisN,Import_File.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,Pre_Trial_Circle_Frame.started,Pre_Trial_Circle_Frame.stopped,Pre_Trial_HandShape.started,Pre_Trial_HandShape.stopped,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Symbol,Ctx,Color,Stim_Num,Key_Num,Stim_Type,Finger,Block_Type,Remap,Repeat_Count,Trial_Count,Grp,Block_Num,Prep_Time,Actual_Press,RT,Correct,Session,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,Post_Trial_HandShape.started,Post_Trial_HandShape.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.83474729990121,None,69.83474729990121,None,69.95217639999464,None,69.95217639999464,None,69.95217639999464,None,70.89464740001131,None,h,1,1.3173683000495657,69.95217639999464,None,71.30482369998936,None,71.30482369998936,None,71.30482369998936,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,33,1,1,0.35132727889556137,h,1.3173683000495657,1,1,71.61829059990123,None,71.61829059990123,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.7412430999102,None,71.7412430999102,None,71.85678599996027,None,71.85678599996027,None,71.85678599996027,None,72.47823809995316,None,u,1,1.1728506999788806,71.85678599996027,None,73.06070559995715,None,73.06070559995715,None,73.06070559995715,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,34,1,1,0.6700583557158563,u,1.1728506999788806,1,1,73.36730869999155,None,73.36730869999155,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.48616359999869,None,73.48616359999869,None,73.60565559996758,None,73.60565559996758,None,73.60565559996758,None,74.24461119994521,None,h,1,1.1838651000289246,73.60565559996758,None,74.82000680000056,None,74.82000680000056,None,74.82000680000056,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,35,1,1,0.6529569285203133,h,1.1838651000289246,1,1,75.1355973999016,None,75.1355973999016,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.24980379990302,None,75.24980379990302,None,75.36779379996005,None,75.36779379996005,None,75.36779379996005,None,75.49496189993806,None,u,1,1.245796600007452,75.36779379996005,None,76.65609720000066,None,76.65609720000066,None,76.65609720000066,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,36,1,1,1.1793605798976994,u,1.245796600007452,1,1,76.98575459991116,None,76.98575459991116,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1002324000001,None,77.1002324000001,None,77.21535849990323,None,77.21535849990323,None,77.21535849990323,None,77.94497439998668,None,h,1,1.2542453999631107,77.21535849990323,None,78.51401009992696,None,78.51401009992696,None,78.51401009992696,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,37,1,1,0.5721416457801555,h,1.2542453999631107,1,1,78.83270829997491,None,78.83270829997491,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.95157679996919,None,78.95157679996919,None,79.06944069999736,None,79.06944069999736,None,79.06944069999736,None,80.29517659998965,None,u,1,1.24811329995282,79.06944069999736,None,80.35381619993132,None,80.35381619993132,None,80.35381619993132,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,38,1,1,0.0640303287610795,u,1.24811329995282,1,1,80.6685989999678,None,80.6685989999678,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.80045159999281,None,80.80045159999281,None,80.93438270001207,None,80.93438270001207,None,80.93438270001207,None,81.37830440001562,None,u,1,1.2153642000630498,80.93438270001207,None,82.19185179995839,None,82.19185179995839,None,82.19185179995839,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,39,1,1,0.862833976965619,u,1.2153642000630498,1,1,82.4998797000153,None,82.4998797000153,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.61721109994687,None,82.61721109994687,None,82.73371449997649,None,82.73371449997649,None,82.73371449997649,None,83.07911749999039,None,h,1,1.183891799999401,82.73371449997649,None,83.96808499994222,None,83.96808499994222,None,83.96808499994222,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,40,1,1,0.9515152255562052,h,1.183891799999401,1,1,84.28203859995119,None,84.28203859995119,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4042062999215,None,84.4042062999215,None,84.51814509998076,None,84.51814509998076,None,84.51814509998076,None,85.61181459994987,None,u,1,1.3674052000278607,84.51814509998076,None,85.92218399990816,None,85.92218399990816,None,85.92218399990816,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,41,1,1,0.2069277517088708,u,1.3674052000278607,1,1,86.23222769994754,None,86.23222769994754,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.34969999990426,None,86.34969999990426,None,86.47214259998873,None,86.47214259998873,None,86.47214259998873,None,87.57944839994889,None,u,1,1.3015082000056282,86.47214259998873,None,87.80251840001438,None,87.80251840001438,None,87.80251840001438,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,42,1,1,0.17096351587653413,u,1.3015082000056282,1,1,88.11742049991153,None,88.11742049991153,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.24679559993092,None,88.24679559993092,None,88.37072319991421,None,88.37072319991421,None,88.37072319991421,None,88.49563159991521,None,h,1,1.2512914999388158,88.37072319991421,None,89.65335149993189,None,89.65335149993189,None,89.65335149993189,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,43,1,1,1.155377213073779,h,1.2512914999388158,1,1,89.9806270999834,None,89.9806270999834,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.10960029996932,None,90.10960029996932,None,90.22151790000498,None,90.22151790000498,None,90.22151790000498,None,91.19536669994704,None,u,0,1.184142299927771,90.22151790000498,None,91.46157189994119,None,91.46157189994119,None,91.46157189994119,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,44,1,1,0.30922567806878243,u,1.184142299927771,0,1,91.76858829997946,None,91.76858829997946,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.88630929996725,None,91.88630929996725,None,92.00226129998919,None,92.00226129998919,None,92.00226129998919,None,92.14509949996136,None,u,1,1.227135300054215,92.00226129998919,None,93.25720230001025,None,93.25720230001025,None,93.25720230001025,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,45,1,1,1.1376398811949542,u,1.227135300054215,1,1,93.56739879993256,None,93.56739879993256,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.69529269996565,None,93.69529269996565,None,93.80725209997036,None,93.80725209997036,None,93.80725209997036,None,95.0300082699163,None,h,1,1.1985852000070736,93.80725209997036,None,95.0557267999975,None,95.0557267999975,None,95.0557267999975,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,46,1,1,0.06194235965807304,h,1.1985852000070736,1,1,95.37327310000546,None,95.37327310000546,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.48509769991506,None,95.48509769991506,None,95.60443969990592,None,95.60443969990592,None,95.60443969990592,None,96.17942449997645,None,h,1,1.1532163999509066,95.60443969990592,None,96.79319279990159,None,96.79319279990159,None,96.79319279990159,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,47,1,1,0.7032147515479462,h,1.1532163999509066,1,1,97.10083309991751,None,97.10083309991751,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2221661999356,None,97.2221661999356,None,97.33347730000969,None,97.33347730000969,None,97.33347730000969,None,97.5120449999813,None,u,1,1.1440848000347614,97.33347730000969,None,98.50379939994309,None,98.50379939994309,None,98.50379939994309,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,48,1,1,1.1150693261159552,u,1.1440848000347614,1,1,98.81691209995188,None,98.81691209995188,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.93429829995148,None,98.93429829995148,None,99.05166160000954,None,99.05166160000954,None,99.05166160000954,None,99.6617605999345,None,u,1,1.242563599953428,99.05166160000954,None,100.32518439996056,None,100.32518439996056,None,100.32518439996056,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,49,1,1,0.6819129445037515,u,1.242563599953428,1,1,100.65383209998254,None,100.65383209998254,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7735031999182,None,100.7735031999182,None,100.89064609992784,None,100.89064609992784,None,100.89064609992784,None,101.36206529999617,None,h,1,1.2109664001036435,100.89064609992784,None,102.1463131000055,None,102.1463131000055,None,102.1463131000055,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,50,1,1,0.8137760623377785,h,1.2109664001036435,1,1,102.4730450999923,None,102.4730450999923,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,102.58153759990819,None,h,0.8321267999708652,102.58153759990819,None,103.45435789995827,None,103.45435789995827,None,103.56992119993083,None,103.56992119993083,None,103.56992119993083,None,104.69620209990535,None,u,1,1.243859100039117,103.56992119993083,None,104.85573209996801,None,104.85573209996801,None,104.85573209996801,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,1,1,2,0.15503483265655538,u,1.243859100039117,1,1,105.17271909990814,None,105.17271909990814,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.29378119995818,None,105.29378119995818,None,105.40068520000204,None,105.40068520000204,None,105.40068520000204,None,106.09514849993866,None,h,1,1.221339000039734,105.40068520000204,None,106.65385489992332,None,106.65385489992332,None,106.65385489992332,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,2,1,2,0.6018357291963006,h,1.221339000039734,1,1,106.9733648999827,None,106.9733648999827,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.083433499909,None,107.083433499909,None,107.20119449996855,None,107.20119449996855,None,107.20119449996855,None,107.64544029999524,None,h,1,1.1964604000095278,107.20119449996855,None,108.44843869993929,None,108.44843869993929,None,108.44843869993929,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,3,1,2,0.8482288242499219,h,1.1964604000095278,1,1,108.77394799992908,None,108.77394799992908,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.88721690000966,None,108.88721690000966,None,109.00122019997798,None,109.00122019997798,None,109.00122019997798,None,109.62881139991805,None,u,1,1.1804124000482261,109.00122019997798,None,110.21993029990699,None,110.21993029990699,None,110.21993029990699,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,4,1,2,0.6704250475125234,u,1.1804124000482261,1,1,110.53372770000715,None,110.53372770000715,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.65748419996817,None,110.65748419996817,None,110.78139809996355,None,110.78139809996355,None,110.78139809996355,None,111.24655899999198,None,h,1,1.2564786999719217,110.78139809996355,None,112.086845099926,None,112.086845099926,None,112.086845099926,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,5,1,2,0.8224404638793493,h,1.2564786999719217,1,1,112.40161639999133,None,112.40161639999133,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.51792269991711,None,112.51792269991711,None,112.63532459991984,None,112.63532459991984,None,112.63532459991984,None,112.77883289998863,None,u,1,1.2112202999414876,112.63532459991984,None,113.87201910000294,None,113.87201910000294,None,113.87201910000294,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,6,1,2,1.1509317279882996,u,1.2112202999414876,1,1,114.19725689990446,None,114.19725689990446,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.31725079996977,None,114.31725079996977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
